CIFAR-100 already downloaded.
CIFAR-100 Dataset Loaded!
Train X: (45000, 3, 32, 32), Fine Y: (45000,), Coarse Y: (45000,)
Val   X: (5000, 3, 32, 32), Fine Y: (5000,), Coarse Y: (5000,)
Test  X: (10000, 3, 32, 32), Fine Y: (10000,), Coarse Y: (10000,)
===========================================================================
Layer (type)                       Output Shape                Param #
===========================================================================
 1. Conv1                           (1, 16, 32, 32)                 448
 2. Block[1-1]_Conv1                (1, 16, 32, 32)               2,320
 3. Block[1-1]_Conv2                (1, 16, 32, 32)               2,320
 4. Block[1-2]_Conv1                (1, 16, 32, 32)               2,320
 5. Block[1-2]_Conv2                (1, 16, 32, 32)               2,320
 6. Block[1-3]_Conv1                (1, 16, 32, 32)               2,320
 7. Block[1-3]_Conv2                (1, 16, 32, 32)               2,320
 8. Block[2-1]_Conv1                (1, 32, 16, 16)               4,640
 9. Block[2-1]_Conv2                (1, 32, 16, 16)               9,248
    └─ Shortcut[2-1]                (1, 32, 16, 16)                 544
10. Block[2-2]_Conv1                (1, 32, 16, 16)               9,248
11. Block[2-2]_Conv2                (1, 32, 16, 16)               9,248
12. Block[2-3]_Conv1                (1, 32, 16, 16)               9,248
13. Block[2-3]_Conv2                (1, 32, 16, 16)               9,248
14. Block[3-1]_Conv1                (1, 64, 8, 8)                18,496
15. Block[3-1]_Conv2                (1, 64, 8, 8)                36,928
    └─ Shortcut[3-1]                (1, 64, 8, 8)                 2,112
16. Block[3-2]_Conv1                (1, 64, 8, 8)                36,928
17. Block[3-2]_Conv2                (1, 64, 8, 8)                36,928
18. Block[3-3]_Conv1                (1, 64, 8, 8)                36,928
19. Block[3-3]_Conv2                (1, 64, 8, 8)                36,928
    GlobalAvgPool                   (1, 64)                           0
  Iter 510/703: Loss 4.2195
  Iter 520/703: Loss 4.3025
  Iter 530/703: Loss 4.4595
  Iter 540/703: Loss 4.1064
  Iter 550/703: Loss 4.2879
  Iter 560/703: Loss 4.1413
  Iter 570/703: Loss 4.4230
  Iter 580/703: Loss 4.3613
  Iter 590/703: Loss 4.2063
  Iter 600/703: Loss 4.2272
  Iter 610/703: Loss 4.3553
  Iter 620/703: Loss 4.2102
  Iter 630/703: Loss 4.1629
  Iter 640/703: Loss 4.3463
  Iter 650/703: Loss 4.1133
  Iter 660/703: Loss 4.0403
  Iter 670/703: Loss 4.2300
  Iter 680/703: Loss 4.2898
  Iter 690/703: Loss 4.2148
  Iter 700/703: Loss 4.0295
Train acc: 0.0680, Test acc: 0.0748 (Time: 2001.13s)

[Epoch 5]
  Iter   0/703: Loss 4.2719
  Iter  10/703: Loss 4.3728
  Iter  20/703: Loss 4.2610
  Iter  30/703: Loss 4.2259
  Iter  40/703: Loss 4.3381
  Iter  50/703: Loss 4.0756
  Iter  60/703: Loss 4.3612
  Iter  70/703: Loss 4.3493
  Iter  80/703: Loss 4.1476
  Iter  90/703: Loss 4.2004
  Iter 100/703: Loss 4.2489
  Iter 110/703: Loss 4.1318
  Iter 120/703: Loss 4.3085
  Iter 130/703: Loss 4.3001
  Iter 140/703: Loss 4.2768
  Iter 150/703: Loss 4.4080
  Iter 160/703: Loss 4.2577
  Iter 170/703: Loss 4.2435
  Iter 180/703: Loss 4.1919
  Iter 190/703: Loss 4.0768
  Iter 200/703: Loss 4.2961
  Iter 210/703: Loss 4.4250
  Iter 220/703: Loss 4.2891
  Iter 230/703: Loss 4.2929
  Iter 240/703: Loss 4.1886
  Iter 250/703: Loss 4.3137
  Iter 260/703: Loss 4.1444
  Iter 270/703: Loss 4.1973
  Iter 280/703: Loss 4.2229
  Iter 290/703: Loss 4.1566
  Iter 300/703: Loss 4.1143
  Iter 310/703: Loss 4.3050
  Iter 320/703: Loss 4.2199
  Iter 330/703: Loss 4.2561
  Iter 340/703: Loss 4.5484
  Iter 350/703: Loss 4.1915
  Iter 360/703: Loss 4.1413
  Iter 370/703: Loss 4.1170
  Iter 380/703: Loss 4.2615
  Iter 390/703: Loss 4.2713
  Iter 400/703: Loss 4.2411
  Iter 410/703: Loss 4.1835
  Iter 420/703: Loss 4.0496
  Iter 430/703: Loss 4.1282
  Iter 440/703: Loss 4.3449
  Iter 450/703: Loss 4.1582
  Iter 460/703: Loss 4.0316
  Iter 470/703: Loss 4.3409
  Iter 480/703: Loss 4.3277
  Iter 490/703: Loss 4.1567
  Iter 500/703: Loss 4.4416
  Iter 510/703: Loss 4.1625
  Iter 520/703: Loss 4.1432
  Iter 530/703: Loss 4.2451
  Iter 540/703: Loss 4.1503
  Iter 550/703: Loss 4.0353
  Iter 560/703: Loss 4.1730
  Iter 570/703: Loss 4.1795
  Iter 580/703: Loss 4.3977
  Iter 590/703: Loss 3.9773
  Iter 600/703: Loss 4.0307
  Iter 610/703: Loss 4.4355
  Iter 620/703: Loss 3.9609
  Iter 630/703: Loss 4.2461
  Iter 640/703: Loss 4.2803
  Iter 650/703: Loss 4.2136
  Iter 660/703: Loss 4.0536
  Iter 670/703: Loss 4.3617
  Iter 680/703: Loss 4.1661
  Iter 690/703: Loss 4.2201
  Iter 700/703: Loss 4.1113
Train acc: 0.0840, Test acc: 0.0836 (Time: 2313.44s)

[Epoch 6]
  Iter   0/703: Loss 4.1885
  Iter  10/703: Loss 4.2425
  Iter  20/703: Loss 4.1790
  Iter  30/703: Loss 3.9897
  Iter  40/703: Loss 4.0438
  Iter  50/703: Loss 4.2010
  Iter  60/703: Loss 3.9353
  Iter  70/703: Loss 4.1082
  Iter  80/703: Loss 4.2009
  Iter  90/703: Loss 4.1708
  Iter 100/703: Loss 4.1650
  Iter 110/703: Loss 4.0933
  Iter 120/703: Loss 4.2769
  Iter 130/703: Loss 4.2272
  Iter 140/703: Loss 4.1322
  Iter 150/703: Loss 4.1532
  Iter 160/703: Loss 4.0841
  Iter 170/703: Loss 4.0258
  Iter 180/703: Loss 4.1771
  Iter 190/703: Loss 4.1408
  Iter 200/703: Loss 4.1837
  Iter 210/703: Loss 3.9416
  Iter 220/703: Loss 4.1332
  Iter 230/703: Loss 4.2625
  Iter 240/703: Loss 4.2224
  Iter 250/703: Loss 4.2035
  Iter 260/703: Loss 4.1730
  Iter 270/703: Loss 4.1435
  Iter 280/703: Loss 4.0765
  Iter 290/703: Loss 4.2365
  Iter 300/703: Loss 4.2292
  Iter 310/703: Loss 4.1494
  Iter 320/703: Loss 4.1365
  Iter 330/703: Loss 4.0424
  Iter 340/703: Loss 3.8734
  Iter 350/703: Loss 4.3774
  Iter 360/703: Loss 4.0796
  Iter 370/703: Loss 4.2989
  Iter 380/703: Loss 4.2270
  Iter 390/703: Loss 4.2069
  Iter 400/703: Loss 4.0950
  Iter 410/703: Loss 4.0525
  Iter 420/703: Loss 4.2511
  Iter 430/703: Loss 4.0888
  Iter 440/703: Loss 4.0343
  Iter 450/703: Loss 4.2091
  Iter 460/703: Loss 4.1428
  Iter 470/703: Loss 4.1578
  Iter 480/703: Loss 4.1038
  Iter 490/703: Loss 4.2451
  Iter 500/703: Loss 4.0290
  Iter 510/703: Loss 4.0565
  Iter 520/703: Loss 4.0076
  Iter 530/703: Loss 4.1252
  Iter 540/703: Loss 4.1826
  Iter 550/703: Loss 4.0396
  Iter 560/703: Loss 4.1667
  Iter 570/703: Loss 4.2504
  Iter 580/703: Loss 4.1887
  Iter 590/703: Loss 4.0207
  Iter 600/703: Loss 3.9977
  Iter 610/703: Loss 4.1560
  Iter 620/703: Loss 4.3073
  Iter 630/703: Loss 3.9408
  Iter 640/703: Loss 4.0733
  Iter 650/703: Loss 3.8503
  Iter 660/703: Loss 3.7617
  Iter 670/703: Loss 4.0266
  Iter 680/703: Loss 4.0360
  Iter 690/703: Loss 4.2463
  Iter 700/703: Loss 3.8531
Train acc: 0.1020, Test acc: 0.1022 (Time: 2217.48s)

[Epoch 7]
  Iter   0/703: Loss 4.4295
  Iter  10/703: Loss 4.1910
  Iter  20/703: Loss 4.1953
  Iter  30/703: Loss 4.3085
  Iter  40/703: Loss 4.0042
  Iter  50/703: Loss 4.1273
  Iter  60/703: Loss 3.9202
  Iter  70/703: Loss 4.1100
  Iter  80/703: Loss 3.9358
  Iter  90/703: Loss 3.8020
  Iter 100/703: Loss 4.0696
  Iter 110/703: Loss 4.1771
  Iter 120/703: Loss 4.0473
  Iter 130/703: Loss 3.9717
  Iter 140/703: Loss 4.2116
  Iter 150/703: Loss 4.0780
  Iter 160/703: Loss 3.9376
  Iter 170/703: Loss 4.2231
  Iter 180/703: Loss 4.1030
  Iter 190/703: Loss 3.9471
  Iter 200/703: Loss 4.0169
  Iter 210/703: Loss 4.0289
  Iter 220/703: Loss 4.0292
  Iter 230/703: Loss 4.0312
  Iter 240/703: Loss 4.0146
  Iter 250/703: Loss 4.3532
  Iter 260/703: Loss 4.1312
  Iter 270/703: Loss 4.1554
  Iter 280/703: Loss 3.9581
  Iter 290/703: Loss 4.1250
  Iter 300/703: Loss 4.0159
  Iter 310/703: Loss 3.9853
  Iter 320/703: Loss 3.8229
  Iter 330/703: Loss 4.1238
  Iter 340/703: Loss 4.0627
  Iter 350/703: Loss 4.1635
  Iter 360/703: Loss 3.8089
  Iter 370/703: Loss 4.1699
  Iter 380/703: Loss 4.0166
  Iter 390/703: Loss 4.0595
  Iter 400/703: Loss 4.0173
  Iter 410/703: Loss 4.2699
  Iter 420/703: Loss 3.8357
  Iter 430/703: Loss 3.9086
  Iter 440/703: Loss 3.9269
  Iter 450/703: Loss 3.9259
  Iter 460/703: Loss 3.9681
  Iter 470/703: Loss 4.0430
  Iter 480/703: Loss 4.2863
  Iter 490/703: Loss 3.9654
  Iter 500/703: Loss 3.9086
  Iter 510/703: Loss 4.2061
  Iter 520/703: Loss 4.0917
  Iter 530/703: Loss 3.8955
  Iter 540/703: Loss 3.9751
  Iter 550/703: Loss 4.2206
  Iter 560/703: Loss 3.9155
  Iter 570/703: Loss 3.7502
  Iter 580/703: Loss 4.0524
  Iter 590/703: Loss 3.8175
  Iter 600/703: Loss 4.4486
  Iter 610/703: Loss 4.0517
  Iter 620/703: Loss 3.8638
  Iter 630/703: Loss 4.0341
  Iter 640/703: Loss 3.7985
  Iter 650/703: Loss 3.9993
  Iter 660/703: Loss 3.9020
  Iter 670/703: Loss 4.1351
  Iter 680/703: Loss 3.9199
  Iter 690/703: Loss 3.8226
  Iter 700/703: Loss 4.1124
Train acc: 0.1200, Test acc: 0.1046 (Time: 2020.09s)

[Epoch 8]
  Iter   0/703: Loss 3.9726
  Iter  10/703: Loss 4.1645
  Iter  20/703: Loss 4.2047
  Iter  30/703: Loss 3.7997
  Iter  40/703: Loss 4.0457
  Iter  50/703: Loss 3.7457
  Iter  60/703: Loss 3.9370
  Iter  70/703: Loss 4.0647
  Iter  80/703: Loss 3.9907
  Iter  90/703: Loss 3.8589
  Iter 100/703: Loss 3.9868
  Iter 110/703: Loss 3.8233
  Iter 120/703: Loss 4.1059
  Iter 130/703: Loss 4.2494
  Iter 140/703: Loss 4.0770
  Iter 150/703: Loss 4.0452
  Iter 160/703: Loss 4.0346
  Iter 170/703: Loss 3.8602
  Iter 180/703: Loss 3.9028
  Iter 190/703: Loss 3.8134
  Iter 200/703: Loss 3.7440
  Iter 210/703: Loss 4.0161
  Iter 220/703: Loss 3.7702
  Iter 230/703: Loss 3.8490
  Iter 240/703: Loss 3.9734
  Iter 250/703: Loss 3.8551
  Iter 260/703: Loss 4.2971
  Iter 270/703: Loss 4.1632
  Iter 280/703: Loss 4.2444
  Iter 290/703: Loss 3.9504
  Iter 300/703: Loss 3.8415
  Iter 310/703: Loss 3.9377
  Iter 320/703: Loss 3.7662
  Iter 330/703: Loss 4.0442
  Iter 340/703: Loss 4.1842
  Iter 350/703: Loss 3.8751
  Iter 360/703: Loss 3.9266
  Iter 370/703: Loss 4.0163
  Iter 380/703: Loss 3.9070
  Iter 390/703: Loss 3.8609
  Iter 400/703: Loss 3.8738
  Iter 410/703: Loss 4.0032
  Iter 420/703: Loss 3.8656
  Iter 430/703: Loss 4.0248
  Iter 440/703: Loss 3.7639
  Iter 450/703: Loss 3.7927
  Iter 460/703: Loss 4.1917
  Iter 470/703: Loss 4.1034
  Iter 480/703: Loss 4.0338
  Iter 490/703: Loss 3.8895
  Iter 500/703: Loss 4.0517
  Iter 510/703: Loss 3.9048
  Iter 520/703: Loss 4.0497
  Iter 530/703: Loss 4.0390
  Iter 540/703: Loss 3.8803
  Iter 550/703: Loss 3.8080
  Iter 560/703: Loss 3.8141
  Iter 570/703: Loss 3.8212
  Iter 580/703: Loss 3.9016
  Iter 590/703: Loss 3.8801
  Iter 600/703: Loss 4.0797
  Iter 610/703: Loss 4.0269
  Iter 620/703: Loss 3.9658
  Iter 630/703: Loss 3.9903
  Iter 640/703: Loss 4.1326
  Iter 650/703: Loss 3.8181
  Iter 660/703: Loss 3.9967
  Iter 670/703: Loss 3.7933
  Iter 680/703: Loss 4.0291
  Iter 690/703: Loss 3.8087
  Iter 700/703: Loss 3.9108
Train acc: 0.1290, Test acc: 0.1154 (Time: 2293.18s)

[Epoch 9]
  Iter   0/703: Loss 3.8694
  Iter  10/703: Loss 3.8049
  Iter  20/703: Loss 3.8197
  Iter  30/703: Loss 3.8719
  Iter  40/703: Loss 3.9123
  Iter  50/703: Loss 3.7832
  Iter  60/703: Loss 4.0877
  Iter  70/703: Loss 3.6482
  Iter  80/703: Loss 3.8413
  Iter  90/703: Loss 3.7935
  Iter 100/703: Loss 3.8043
  Iter 110/703: Loss 3.8904
  Iter 120/703: Loss 3.8438
  Iter 130/703: Loss 3.9216
  Iter 140/703: Loss 4.1344
  Iter 150/703: Loss 3.8018
  Iter 160/703: Loss 3.7831
  Iter 170/703: Loss 3.9483
  Iter 180/703: Loss 3.9294
  Iter 190/703: Loss 3.7501
  Iter 200/703: Loss 4.0698
  Iter 210/703: Loss 3.8291
  Iter 220/703: Loss 4.0293
  Iter 230/703: Loss 3.8280
  Iter 240/703: Loss 3.9671
  Iter 250/703: Loss 3.7688
  Iter 260/703: Loss 3.6735
  Iter 270/703: Loss 3.6107
  Iter 280/703: Loss 3.7999
  Iter 290/703: Loss 3.7570
  Iter 300/703: Loss 4.0563
  Iter 310/703: Loss 3.8625
  Iter 320/703: Loss 4.1091
  Iter 330/703: Loss 3.9471
  Iter 340/703: Loss 4.0698
  Iter 350/703: Loss 3.7716
  Iter 360/703: Loss 3.8132
  Iter 370/703: Loss 3.7106
  Iter 380/703: Loss 4.1595
  Iter 390/703: Loss 4.0100
  Iter 400/703: Loss 3.7654
  Iter 410/703: Loss 3.7202
  Iter 420/703: Loss 3.7335
  Iter 430/703: Loss 3.9152
  Iter 440/703: Loss 3.7960
  Iter 450/703: Loss 3.7935
  Iter 460/703: Loss 4.0942
  Iter 470/703: Loss 3.9004
  Iter 480/703: Loss 3.9408
  Iter 490/703: Loss 3.9644
  Iter 500/703: Loss 3.8878
  Iter 510/703: Loss 3.8012
  Iter 520/703: Loss 3.7647
  Iter 530/703: Loss 3.8906
  Iter 540/703: Loss 3.9460
  Iter 550/703: Loss 3.9718
  Iter 560/703: Loss 3.9939
  Iter 570/703: Loss 3.8530
  Iter 580/703: Loss 3.6501
  Iter 590/703: Loss 3.6917
  Iter 600/703: Loss 3.6276
  Iter 610/703: Loss 3.8000
  Iter 620/703: Loss 3.7944
  Iter 630/703: Loss 3.7224
  Iter 640/703: Loss 3.7779
  Iter 650/703: Loss 4.0182
  Iter 660/703: Loss 3.9337
  Iter 670/703: Loss 3.7908
  Iter 680/703: Loss 3.7444
  Iter 690/703: Loss 3.6077
  Iter 700/703: Loss 3.5451
Train acc: 0.1360, Test acc: 0.1250 (Time: 2148.34s)

[Epoch 10]
  Iter   0/703: Loss 4.0307
  Iter  10/703: Loss 3.8994
  Iter  20/703: Loss 3.7616
  Iter  30/703: Loss 3.7671
  Iter  40/703: Loss 3.7355
  Iter  50/703: Loss 3.7287
  Iter  60/703: Loss 3.8036
  Iter  70/703: Loss 3.9411
  Iter  80/703: Loss 3.7866
  Iter  90/703: Loss 3.9754
  Iter 100/703: Loss 3.8816
  Iter 110/703: Loss 3.8609
  Iter 120/703: Loss 4.0570
  Iter 130/703: Loss 3.8388
  Iter 140/703: Loss 3.6910
  Iter 150/703: Loss 3.8548
  Iter 160/703: Loss 3.7842
  Iter 170/703: Loss 3.8404
  Iter 180/703: Loss 3.9460
  Iter 190/703: Loss 3.7563
  Iter 200/703: Loss 4.0150
  Iter 210/703: Loss 3.7396
  Iter 220/703: Loss 4.0890
  Iter 230/703: Loss 3.6044
  Iter 240/703: Loss 4.0085
  Iter 250/703: Loss 3.6335
  Iter 260/703: Loss 3.8189
  Iter 270/703: Loss 3.9598
  Iter 280/703: Loss 3.6454
  Iter 290/703: Loss 3.8318
  Iter 300/703: Loss 3.8697
  Iter 310/703: Loss 3.8200
  Iter 320/703: Loss 3.7234
  Iter 330/703: Loss 3.9056
  Iter 340/703: Loss 3.8301
  Iter 350/703: Loss 3.7680
  Iter 360/703: Loss 4.0781
  Iter 370/703: Loss 3.6346
  Iter 380/703: Loss 3.7954
  Iter 390/703: Loss 3.8702
  Iter 400/703: Loss 3.9051
  Iter 410/703: Loss 3.7217
  Iter 420/703: Loss 3.7039
  Iter 430/703: Loss 4.0494
  Iter 440/703: Loss 3.5941
  Iter 450/703: Loss 3.9764
  Iter 460/703: Loss 4.0438
  Iter 470/703: Loss 3.7297
  Iter 480/703: Loss 3.9438
  Iter 490/703: Loss 4.0023
  Iter 500/703: Loss 3.6870
  Iter 510/703: Loss 3.9318
  Iter 520/703: Loss 4.0288
  Iter 530/703: Loss 3.9097
  Iter 540/703: Loss 3.6427
  Iter 550/703: Loss 3.7374
  Iter 560/703: Loss 3.6915
  Iter 570/703: Loss 3.7539
  Iter 580/703: Loss 3.7529
  Iter 590/703: Loss 3.9370
  Iter 600/703: Loss 3.9860
  Iter 610/703: Loss 3.7580
  Iter 620/703: Loss 3.7242
  Iter 630/703: Loss 4.0973
  Iter 640/703: Loss 3.7597
  Iter 650/703: Loss 3.9563
  Iter 660/703: Loss 3.9946
  Iter 670/703: Loss 3.5669
  Iter 680/703: Loss 3.8393
  Iter 690/703: Loss 4.0152
  Iter 700/703: Loss 3.6663
Train acc: 0.1540, Test acc: 0.1406 (Time: 2226.55s)

>>> Saved model to ResNet-20_lr0.001_bs64_sgd_epoch_10.pkl

 Training ResNet-20_lr0.001_bs64_adam
[Epoch 1]
  Iter   0/703: Loss 6.3265
  Iter  10/703: Loss 4.9384
  Iter  20/703: Loss 4.9428
  Iter  30/703: Loss 4.7893
  Iter  40/703: Loss 4.6044
  Iter  50/703: Loss 4.4821
  Iter  60/703: Loss 4.4187
  Iter  70/703: Loss 4.4012
  Iter  80/703: Loss 4.3702
  Iter  90/703: Loss 4.1533
  Iter 100/703: Loss 4.3428
  Iter 110/703: Loss 4.3321
  Iter 120/703: Loss 4.1937
  Iter 130/703: Loss 4.3393
  Iter 140/703: Loss 4.2582
  Iter 150/703: Loss 4.1440
  Iter 160/703: Loss 4.1497
  Iter 170/703: Loss 4.2072
  Iter 180/703: Loss 4.1977
  Iter 190/703: Loss 4.2485
  Iter 200/703: Loss 4.0825
  Iter 210/703: Loss 4.2425
  Iter 220/703: Loss 4.0277
  Iter 230/703: Loss 4.1697
  Iter 240/703: Loss 4.0511
  Iter 250/703: Loss 4.3195
  Iter 260/703: Loss 3.9591
  Iter 270/703: Loss 4.0943
  Iter 280/703: Loss 4.0803
  Iter 290/703: Loss 4.0073
  Iter 300/703: Loss 3.9607
  Iter 310/703: Loss 3.8915
  Iter 320/703: Loss 3.8459
  Iter 330/703: Loss 4.1247
  Iter 340/703: Loss 3.8876
  Iter 350/703: Loss 4.1033
  Iter 360/703: Loss 3.9644
  Iter 370/703: Loss 3.8260
  Iter 380/703: Loss 3.8819
  Iter 390/703: Loss 3.7937
  Iter 400/703: Loss 4.0312
  Iter 410/703: Loss 3.9144
  Iter 420/703: Loss 3.7766
  Iter 430/703: Loss 4.1532
  Iter 440/703: Loss 3.6463
  Iter 450/703: Loss 3.8808
  Iter 460/703: Loss 3.6961
  Iter 470/703: Loss 3.9911
  Iter 480/703: Loss 3.7506
  Iter 490/703: Loss 3.7820
  Iter 500/703: Loss 4.0230
  Iter 510/703: Loss 3.7326
  Iter 520/703: Loss 3.6381
  Iter 530/703: Loss 3.8172
  Iter 540/703: Loss 3.4937
  Iter 550/703: Loss 3.5613
  Iter 560/703: Loss 3.8542
  Iter 570/703: Loss 3.7354
  Iter 580/703: Loss 3.9128
  Iter 590/703: Loss 3.3875
  Iter 600/703: Loss 3.6372
  Iter 610/703: Loss 3.6091
  Iter 620/703: Loss 3.6356
  Iter 630/703: Loss 3.8949
  Iter 640/703: Loss 3.4100
  Iter 650/703: Loss 3.7095
  Iter 660/703: Loss 3.5851
  Iter 670/703: Loss 3.3591
  Iter 680/703: Loss 3.5680
  Iter 690/703: Loss 3.5137
  Iter 700/703: Loss 3.4690
Train acc: 0.1660, Test acc: 0.1538 (Time: 2259.15s)

[Epoch 2]
  Iter   0/703: Loss 3.5778
  Iter  10/703: Loss 3.6972
  Iter  20/703: Loss 3.3923
  Iter  30/703: Loss 3.3215
  Iter  40/703: Loss 3.6109
  Iter  50/703: Loss 3.5367
  Iter  60/703: Loss 3.5548
  Iter  70/703: Loss 3.5641
  Iter  80/703: Loss 3.2938
  Iter  90/703: Loss 3.4928
  Iter 100/703: Loss 3.7365
  Iter 110/703: Loss 3.5700
  Iter 120/703: Loss 3.4341
  Iter 130/703: Loss 3.6080
  Iter 140/703: Loss 3.5821
  Iter 150/703: Loss 3.1859
  Iter 160/703: Loss 3.5494
  Iter 170/703: Loss 3.3023
  Iter 180/703: Loss 3.3766
  Iter 190/703: Loss 3.3558
  Iter 200/703: Loss 3.7120
  Iter 210/703: Loss 3.5953
  Iter 220/703: Loss 3.4375
  Iter 230/703: Loss 3.1000
  Iter 240/703: Loss 3.2955
  Iter 250/703: Loss 3.3854
  Iter 260/703: Loss 3.4148
  Iter 270/703: Loss 3.1001
  Iter 280/703: Loss 3.3248
  Iter 290/703: Loss 3.4411
  Iter 300/703: Loss 3.0038
  Iter 310/703: Loss 3.2206
  Iter 320/703: Loss 3.4747
  Iter 330/703: Loss 3.2570
  Iter 340/703: Loss 3.1972
  Iter 350/703: Loss 3.1505
  Iter 360/703: Loss 3.4787
  Iter 370/703: Loss 3.1729
  Iter 380/703: Loss 3.2566
  Iter 390/703: Loss 3.2746
  Iter 400/703: Loss 3.1400
  Iter 410/703: Loss 3.0209
  Iter 420/703: Loss 3.4532
  Iter 430/703: Loss 3.1006
  Iter 440/703: Loss 3.3334
  Iter 450/703: Loss 3.0926
  Iter 460/703: Loss 3.3061
  Iter 470/703: Loss 3.3994
  Iter 480/703: Loss 3.0418
  Iter 490/703: Loss 3.3728
  Iter 500/703: Loss 3.2630
  Iter 510/703: Loss 2.8772
  Iter 520/703: Loss 3.3351
  Iter 530/703: Loss 3.1532
  Iter 540/703: Loss 3.3005
  Iter 550/703: Loss 3.2540
  Iter 560/703: Loss 3.0972
  Iter 570/703: Loss 3.1756
  Iter 580/703: Loss 3.1406
  Iter 590/703: Loss 3.1651
  Iter 600/703: Loss 2.9016
  Iter 610/703: Loss 3.3298
  Iter 620/703: Loss 2.8860
  Iter 630/703: Loss 3.3401
  Iter 640/703: Loss 3.0258
  Iter 650/703: Loss 3.1875
  Iter 660/703: Loss 3.2853
  Iter 670/703: Loss 3.2619
  Iter 680/703: Loss 3.3217
  Iter 690/703: Loss 3.0952
  Iter 700/703: Loss 2.9314
Train acc: 0.2490, Test acc: 0.2102 (Time: 2022.46s)

[Epoch 3]
  Iter   0/703: Loss 3.0886
  Iter  10/703: Loss 2.9764
  Iter  20/703: Loss 3.1592
  Iter  30/703: Loss 3.2816
  Iter  40/703: Loss 2.8025
  Iter  50/703: Loss 3.0152
  Iter  60/703: Loss 2.9084
  Iter  70/703: Loss 3.1822
  Iter  80/703: Loss 2.8306
  Iter  90/703: Loss 3.2884
  Iter 100/703: Loss 2.9597
  Iter 110/703: Loss 3.0885
  Iter 120/703: Loss 2.9938
  Iter 130/703: Loss 2.7882
  Iter 140/703: Loss 3.0600
  Iter 150/703: Loss 3.5182
  Iter 160/703: Loss 2.9613
  Iter 170/703: Loss 2.9692
  Iter 180/703: Loss 2.7268
  Iter 190/703: Loss 2.9524
  Iter 200/703: Loss 2.7709
  Iter 210/703: Loss 3.5634
  Iter 220/703: Loss 2.7018
  Iter 230/703: Loss 2.8180
  Iter 240/703: Loss 2.8925
  Iter 250/703: Loss 2.9612
  Iter 260/703: Loss 3.0824
  Iter 270/703: Loss 3.0571
  Iter 280/703: Loss 2.8976
  Iter 290/703: Loss 3.3319
  Iter 300/703: Loss 2.9843
  Iter 310/703: Loss 3.0453
  Iter 320/703: Loss 2.7979
  Iter 330/703: Loss 3.0408
  Iter 340/703: Loss 3.0139
  Iter 350/703: Loss 2.9354
  Iter 360/703: Loss 2.7648
  Iter 370/703: Loss 2.5793
  Iter 380/703: Loss 2.8555
  Iter 390/703: Loss 3.1862
  Iter 400/703: Loss 2.7768
  Iter 410/703: Loss 2.7460
  Iter 420/703: Loss 2.5536
  Iter 430/703: Loss 2.4806
  Iter 440/703: Loss 3.0048
  Iter 450/703: Loss 2.9637
  Iter 460/703: Loss 2.9088
  Iter 470/703: Loss 2.7702
  Iter 480/703: Loss 2.9240
  Iter 490/703: Loss 3.1750
  Iter 500/703: Loss 3.2331
  Iter 510/703: Loss 2.6916
  Iter 520/703: Loss 2.9617
  Iter 530/703: Loss 3.3697
  Iter 540/703: Loss 2.9427
  Iter 550/703: Loss 3.1892
  Iter 560/703: Loss 2.9037
  Iter 570/703: Loss 2.7085
  Iter 580/703: Loss 3.3553
  Iter 590/703: Loss 3.3883
  Iter 600/703: Loss 2.6512
  Iter 610/703: Loss 2.8595
  Iter 620/703: Loss 2.9277
  Iter 630/703: Loss 2.8647
  Iter 640/703: Loss 2.8524
  Iter 650/703: Loss 2.7920
  Iter 660/703: Loss 2.9600
  Iter 670/703: Loss 2.9101
  Iter 680/703: Loss 2.5114
  Iter 690/703: Loss 2.5998
  Iter 700/703: Loss 3.1265
Train acc: 0.3210, Test acc: 0.2604 (Time: 2786.01s)

[Epoch 4]
  Iter   0/703: Loss 2.7752
  Iter  10/703: Loss 2.4834
  Iter  20/703: Loss 2.8620
  Iter  30/703: Loss 2.9132
  Iter  40/703: Loss 2.7971
  Iter  50/703: Loss 2.7279
  Iter  60/703: Loss 2.6999
  Iter  70/703: Loss 2.7558
  Iter  80/703: Loss 2.7726
  Iter  90/703: Loss 2.4346
  Iter 100/703: Loss 2.8213
  Iter 110/703: Loss 2.8824
  Iter 120/703: Loss 2.7316
  Iter 130/703: Loss 2.5979
  Iter 140/703: Loss 2.5447
  Iter 150/703: Loss 2.8269
  Iter 160/703: Loss 2.8020
  Iter 170/703: Loss 2.7270
  Iter 180/703: Loss 2.8405
  Iter 190/703: Loss 2.6631
  Iter 200/703: Loss 2.6710
  Iter 210/703: Loss 2.7712
  Iter 220/703: Loss 2.6793
  Iter 230/703: Loss 2.4973
  Iter 240/703: Loss 2.8638
  Iter 250/703: Loss 2.5008
  Iter 260/703: Loss 2.5622
  Iter 270/703: Loss 2.6904
  Iter 280/703: Loss 2.6769
  Iter 290/703: Loss 2.0388
  Iter 300/703: Loss 2.9606
  Iter 310/703: Loss 2.4537
  Iter 320/703: Loss 2.8991
  Iter 330/703: Loss 2.7550
  Iter 340/703: Loss 2.4957
  Iter 350/703: Loss 2.6667
  Iter 360/703: Loss 2.5915
  Iter 370/703: Loss 2.6497
  Iter 380/703: Loss 2.5341
  Iter 390/703: Loss 2.4399
  Iter 400/703: Loss 2.6981
